electricidad_uso,electricidad_emisiones,auto_uso,auto_emisiones,avion_uso,avion_emisiones,residuos_uso,residuos_emisiones,agua_uso,agua_emisiones,total_emisiones
4801.4,2281.6253,1217.53,215.8681,140.92,35.9346,340.6,647.14,8201.28,2.4604,3183.0284
9539.44,4533.1419,1219.99,216.3042,497.79,126.9365,159.74,303.506,42400.88,12.7203,5192.6089
6306.23,2996.7205,1963.51,348.1303,1213.61,309.4706,96.65,183.635,15109.32,4.5328,3842.4892
3539.55,1681.9942,1746.16,309.5942,359.08,91.5654,481.15,914.185,10835.72,3.2507,3000.5895
4752.29,2258.2882,1102.26,195.4307,1050.52,267.8826,148.06,281.314,38709.56,11.6129,3014.5284
895.83,425.6984,1732.66,307.2006,15.97,4.0724,135.64,257.716,47392.52,14.2178,1008.9052
3503.39,1664.8109,54.84,9.7231,752.15,191.7982,69.91,132.829,39943.96,11.9832,2011.1444
3215.99,1528.2384,18.32,3.2481,473.41,120.7196,133.26,253.194,2073.21,0.622,1906.0221
3905.8,1856.0362,941.87,166.9936,576.78,147.0789,314.82,598.158,13995.01,4.1985,2772.4652
5417.14,2574.2249,397.37,70.4537,1007.13,256.8182,71.62,136.078,46226.96,13.8681,3051.4429
6463.93,3071.6595,950.09,168.451,1118.19,285.1385,76.95,146.205,43726.5,13.1179,3684.5719
6894.13,3276.0906,1076.0,190.7748,339.99,86.6975,27.14,51.566,33310.47,9.9931,3615.122
8632.25,4102.0452,133.72,23.7086,885.07,225.6929,339.24,644.556,40141.83,12.0425,5008.0452
9288.19,4413.7479,1821.72,322.991,1936.47,493.7998,19.41,36.879,21573.71,6.4721,5273.8898
1933.66,918.8752,20.26,3.5921,1155.82,294.7341,378.59,719.321,40863.63,12.2591,1948.7815
4753.83,2259.02,1996.9,354.0504,1917.67,489.0059,99.69,189.411,4454.05,1.3362,3292.8235
3037.88,1443.6006,77.36,13.7159,202.05,51.5228,326.45,620.255,28709.09,8.6127,2137.707
8172.85,3883.7383,389.57,69.0708,1036.66,264.3483,314.47,597.493,25136.98,7.5411,4822.1915
1222.37,580.8702,945.07,167.5609,951.36,242.5968,194.52,369.588,4614.32,1.3843,1362.0002
1540.84,732.2072,1754.14,311.009,1416.47,361.1999,391.38,743.622,4766.43,1.4299,2149.468
498.63,236.949,492.65,87.3468,1383.38,352.7619,279.75,531.525,10879.82,3.2639,1211.8466
2115.13,1005.1098,1955.33,346.68,1568.45,399.9548,127.43,242.117,34913.65,10.4741,2004.3357
8253.28,3921.9587,1419.13,251.6117,977.89,249.362,73.12,138.928,15299.82,4.5899,4566.4503
5121.96,2433.9554,149.3,26.4709,1451.12,370.0356,116.09,220.571,5800.99,1.7403,3052.7732
7424.81,3528.2697,345.59,61.2731,640.0,163.2,444.24,844.056,36384.02,10.9152,4607.714
6716.6,3191.7283,718.09,127.3174,1693.98,431.9649,15.34,29.146,1229.97,0.369,3780.5256
1543.55,733.495,1118.04,198.2285,442.28,112.7814,89.39,169.841,33820.56,10.1462,1224.4921
5743.47,2729.2969,1699.15,301.2593,539.42,137.5521,408.34,775.846,46537.92,13.9614,3957.9157
4670.3,2219.3266,72.32,12.8223,1175.87,299.8468,246.89,469.091,49921.09,14.9763,3016.063
7365.94,3500.2947,308.82,54.7538,239.29,61.0189,34.04,64.676,33949.97,10.185,3690.9284
8670.86,4120.3927,1603.1,284.2296,1040.71,265.3811,215.62,409.678,14100.13,4.23,5083.9114
7546.08,3585.8972,813.51,144.2353,1869.07,476.6128,180.35,342.665,48388.93,14.5167,4563.927
325.77,154.8059,591.04,104.7914,23.37,5.9594,115.66,219.754,10443.35,3.133,488.4437
2445.58,1162.1396,208.68,36.999,909.2,231.846,164.53,312.607,36613.57,10.9841,1754.5757
5730.33,2723.0528,1640.13,290.795,973.26,248.1813,39.1,74.29,34244.7,10.2734,3346.5925
9020.38,4286.4846,1877.21,332.8293,1261.08,321.5754,263.55,500.745,33108.26,9.9325,5451.5668
6012.48,2857.1305,1854.3,328.7674,1741.09,443.9779,359.08,682.252,20917.76,6.2753,4318.4031
341.08,162.0812,239.28,42.4243,927.84,236.5992,460.03,874.057,42094.64,12.6284,1327.7901
8192.71,3893.1758,949.17,168.2878,89.35,22.7843,150.5,285.95,10494.05,3.1482,4373.3461
9918.33,4713.1904,713.42,126.4894,1366.54,348.4677,481.23,914.337,14974.12,4.4922,6106.9767
5799.64,2755.9889,1061.16,188.1437,1491.79,380.4065,219.62,417.278,19302.45,5.7907,3747.6078
869.26,413.0724,1867.2,331.0546,402.55,102.6502,129.05,245.195,35830.47,10.7491,1102.7213
5587.69,2655.2703,1426.01,252.8316,1298.29,331.0639,355.58,675.602,34339.0,10.3017,3925.0695
3884.98,1846.1425,1037.91,184.0214,408.35,104.1293,429.04,815.176,21977.99,6.5934,2956.0626
892.37,424.0542,1823.99,323.3934,688.73,175.6261,262.74,499.206,46027.25,13.8082,1436.0879
9609.23,4566.3061,854.07,151.4266,1270.9,324.0795,351.79,668.401,9854.97,2.9565,5713.1697
1539.63,731.6322,1057.63,187.5178,537.42,137.0421,140.12,266.228,45270.77,13.5812,1336.0013
5883.68,2795.9247,1520.19,269.5297,1548.25,394.8037,329.37,625.803,38974.4,11.6923,4097.7534
638.2,303.2726,47.35,8.3952,608.8,155.244,307.8,584.82,21069.53,6.3209,1058.0527
5728.48,2722.1737,1078.62,191.2393,783.54,199.8027,424.92,807.348,6165.93,1.8498,3922.4135
4859.11,2309.0491,752.31,133.3846,1433.62,365.5731,143.32,272.308,2594.25,0.7783,3081.0931
7238.95,3439.949,1295.58,229.7063,1872.1,477.3855,233.34,443.346,45578.9,13.6737,4604.0605
1511.95,718.4786,768.31,136.2214,1509.42,384.9021,191.74,364.306,43924.43,13.1773,1617.0854
6084.67,2891.4352,1519.48,269.4038,1011.37,257.8994,44.48,84.512,32443.93,9.7332,3512.9836
1338.46,636.0362,1459.45,258.7605,361.75,92.2463,481.99,915.781,42249.28,12.6748,1915.4988
2980.9,1416.5237,887.78,157.4034,869.03,221.6026,480.72,913.368,30182.13,9.0546,2717.9523
2867.24,1362.5124,784.2,139.0387,33.65,8.5808,52.03,98.857,40713.76,12.2141,1621.203
3806.37,1808.787,687.88,121.9611,1074.53,274.0052,41.2,78.28,33987.74,10.1963,2293.2296
997.7,474.107,1119.79,198.5388,638.11,162.7181,5.94,11.286,10600.01,3.18,849.8299
3272.95,1555.3058,1696.51,300.7912,1084.32,276.5016,276.9,526.11,25304.47,7.5913,2666.2999
5874.75,2791.6812,523.49,92.8148,1490.42,380.0571,128.42,243.998,3974.39,1.1923,3509.7434
1304.71,619.9982,419.72,74.4164,1063.13,271.0982,410.04,779.076,42468.11,12.7404,1757.3292
6475.04,3076.939,669.47,118.697,1332.07,339.6778,423.99,805.581,37311.55,11.1935,4352.0883
3945.46,1874.8826,1699.8,301.3745,774.58,197.5179,47.13,89.547,43343.91,13.0032,2476.3252
9270.25,4405.2228,94.13,16.6892,1398.92,356.7246,391.7,744.23,23612.09,7.0836,5529.9502
4122.32,1958.9265,313.06,55.5055,1388.26,354.0063,336.1,638.59,34966.03,10.4898,3017.5181
3779.82,1796.1705,1997.07,354.0805,895.89,228.452,241.65,459.135,46643.01,13.9929,2851.8309
3146.58,1495.2548,732.46,129.8652,1789.73,456.3811,271.79,516.401,21203.21,6.361,2604.2631
2652.89,1260.6533,1785.06,316.4911,829.11,211.4231,440.92,837.748,39329.37,11.7988,2638.1143
9873.32,4691.8017,589.03,104.435,499.98,127.4949,201.62,383.078,20400.99,6.1203,5312.9299
6648.57,3159.4005,1663.96,295.0201,752.11,191.788,376.21,714.799,34288.75,10.2866,4371.2942
1050.93,499.4019,1119.98,198.5725,271.96,69.3498,397.0,754.3,6245.05,1.8735,1523.4977
7064.7,3357.1454,1446.47,256.4591,250.91,63.9821,201.05,381.995,7104.63,2.1314,4061.713
1634.41,776.6716,40.51,7.1824,17.85,4.5518,359.91,683.829,33601.09,10.0803,1482.3151
3294.03,1565.3231,1956.73,346.9282,1108.42,282.6471,211.58,402.002,31603.13,9.4809,2606.3813
1086.12,516.1242,1763.55,312.6774,661.04,168.5652,382.99,727.681,15778.53,4.7336,1729.7814
3734.42,1774.5964,1160.07,205.6804,843.23,215.0237,242.59,460.921,32990.33,9.8971,2666.1186
9105.45,4326.9098,788.73,139.8418,359.98,91.7949,314.49,597.531,36344.68,10.9034,5166.9809
4220.66,2005.6576,1415.43,250.9557,497.09,126.7579,149.55,284.145,30064.32,9.0193,2676.5355
6310.27,2998.6403,321.99,57.0888,287.93,73.4222,297.05,564.395,11372.59,3.4118,3696.9581
2383.75,1132.758,806.59,143.0084,1881.77,479.8514,469.09,891.271,21892.12,6.5676,2653.4564
3888.69,1847.9055,1117.26,198.0902,723.12,184.3956,108.86,206.834,34255.74,10.2767,2447.502
4656.18,2212.6167,1439.99,255.3102,538.2,137.241,409.24,777.556,48685.61,14.6057,3397.3296
9118.37,4333.0494,1982.82,351.554,426.68,108.8034,148.1,281.39,34999.11,10.4997,5085.2965
6720.38,3193.5246,1007.04,178.5482,288.26,73.5063,86.31,163.989,40300.93,12.0903,3621.6584
6900.25,3278.9988,1249.07,221.4601,1697.63,432.8957,493.28,937.232,14512.93,4.3539,4874.9405
3194.78,1518.1595,709.46,125.7873,1167.16,297.6258,476.17,904.723,1303.24,0.391,2846.6866
8959.18,4257.4023,322.67,57.2094,439.4,112.047,160.57,305.083,13280.19,3.9841,4735.7258
6075.12,2886.897,18.79,3.3315,1932.4,492.762,453.37,861.403,31177.72,9.3533,4253.7468
2030.14,964.7225,1407.23,249.5019,1318.36,336.1818,219.99,417.981,45882.3,13.7647,1982.1519
3596.03,1708.8335,768.92,136.3295,986.58,251.5779,452.9,860.51,48918.6,14.6756,2971.9265
8584.55,4079.3782,1407.54,249.5568,283.68,72.3384,280.14,532.266,6091.4,1.8274,4935.3668
5483.22,2605.6261,1590.68,282.0276,503.17,128.3084,131.66,250.154,4148.75,1.2446,3267.3607
9702.22,4610.4949,369.43,65.4999,540.12,137.7306,348.78,662.682,12290.95,3.6873,5480.0947
1082.81,514.5513,320.78,56.8743,1870.31,476.9291,171.39,325.641,36578.77,10.9736,1384.9693
5848.41,2779.1644,344.32,61.0479,1500.18,382.5459,140.33,266.627,6483.32,1.945,3491.3302
306.73,145.7581,1404.01,248.931,277.45,70.7497,257.16,488.604,17204.71,5.1614,959.2042
3854.73,1831.7677,989.47,175.433,1859.19,474.0935,287.63,546.497,36060.73,10.8182,3038.6094
4408.97,2095.1425,448.21,79.4676,679.11,173.1731,294.64,559.816,32763.79,9.8291,2917.4283
5194.6,2468.4739,1506.16,267.0422,1132.41,288.7646,427.22,811.718,28054.96,8.4165,3844.4152
9411.63,4472.4066,1612.17,285.8377,999.67,254.9159,346.81,658.939,16600.28,4.9801,5677.0793
9261.83,4401.2216,812.14,143.9924,334.14,85.2057,67.18,127.642,30246.97,9.0741,4767.1358
4038.77,1919.2235,751.46,133.2339,79.68,20.3184,199.33,378.727,14602.79,4.3808,2455.8836
5518.19,2622.2439,549.21,97.3749,1820.05,464.1128,482.86,917.434,49238.15,14.7714,4115.937
4098.62,1947.6642,1292.2,229.1071,334.41,85.2746,179.68,341.392,35922.83,10.7768,2614.2147
1075.59,511.1204,79.49,14.0936,148.36,37.8318,304.49,578.531,41626.55,12.488,1154.0648
9960.74,4733.3436,1097.09,194.5141,514.08,131.0904,68.17,129.523,29843.51,8.9531,5197.4242
5975.48,2839.5481,1929.24,342.0543,1345.6,343.128,158.91,301.929,23934.92,7.1805,3833.8399
5378.48,2555.8537,658.31,116.7184,1628.06,415.1553,172.94,328.586,22645.81,6.7937,3423.1071
138.92,66.0148,1032.93,183.1385,1779.24,453.7062,151.39,287.641,23269.51,6.9809,997.4814
7907.59,3757.6868,1076.78,190.9131,641.42,163.5621,33.59,63.821,46740.28,14.0221,4190.0051
5181.91,2462.4436,954.66,169.2612,884.32,225.5016,261.31,496.489,33610.22,10.0831,3363.7785
121.86,57.9079,938.59,166.412,994.51,253.6001,230.05,437.095,10092.7,3.0278,918.0428
9798.05,4656.0334,1386.3,245.791,1201.81,306.4615,442.14,840.066,38731.37,11.6194,6059.9713
7800.62,3706.8546,1619.68,287.1693,349.13,89.0281,373.72,710.068,28938.5,8.6815,4801.8015
7318.48,3477.7417,62.96,11.1628,1682.53,429.0451,189.14,359.366,47960.46,14.3881,4291.7037
8745.66,4155.9376,612.07,108.52,1910.75,487.2413,19.96,37.924,4629.58,1.3889,4791.0118
591.5,281.0808,457.5,81.1148,566.45,144.4448,85.63,162.697,27390.75,8.2172,677.5546
4997.08,2374.6124,995.35,176.4756,1495.47,381.3449,69.02,131.138,8037.71,2.4113,3065.9822
1401.95,666.2066,867.84,153.868,683.09,174.188,156.02,296.438,34652.05,10.3956,1301.0962
8979.2,4266.9158,287.83,51.0323,1450.47,369.8698,447.6,850.44,31434.26,9.4303,5547.6882
9525.58,4526.5556,397.03,70.3934,1509.22,384.8511,156.52,297.388,29770.07,8.931,5288.1191
4585.07,2178.8253,572.43,101.4918,1878.08,478.9104,68.08,129.352,40715.2,12.2146,2900.7941
3113.55,1479.559,1810.85,321.0637,836.51,213.31,7.16,13.604,49975.94,14.9928,2042.5295
1131.41,537.646,967.56,171.5484,70.27,17.9188,354.55,673.645,25259.49,7.5778,1408.336
7286.69,3462.6351,1064.33,188.7057,877.34,223.7217,349.47,663.993,40636.18,12.1909,4551.2464
1165.18,553.6935,1086.67,192.6666,116.04,29.5902,254.37,483.303,34752.68,10.4258,1269.6791
9822.5,4667.652,322.12,57.1119,1633.43,416.5247,260.44,494.836,3589.54,1.0769,5637.2015
7663.59,3641.738,311.63,55.252,654.74,166.9587,374.52,711.588,26002.16,7.8006,4583.3373
9847.61,4679.5843,1094.13,193.9892,1751.21,446.5586,59.51,113.069,49780.98,14.9343,5448.1354
2391.32,1136.3553,1190.81,211.1306,1532.45,390.7748,249.14,473.366,34173.38,10.252,2221.8787
7498.4,3563.2397,354.55,62.8617,1214.65,309.7358,444.74,845.006,41858.9,12.5577,4793.4009
6076.93,2887.7571,606.88,107.5998,201.69,51.431,5.72,10.868,18512.27,5.5537,3063.2096
209.28,99.4499,302.07,53.557,1926.99,491.3825,393.87,748.353,27425.63,8.2277,1400.9701
8793.48,4178.6617,1341.97,237.9313,1044.79,266.4214,277.58,527.402,30519.3,9.1558,5219.5722
9567.33,4546.3952,1825.34,323.6328,1055.49,269.1499,201.18,382.242,46824.91,14.0475,5535.4674
3250.76,1544.7612,472.26,83.7317,1483.56,378.3078,369.68,702.392,38361.98,11.5086,2720.7013
6942.14,3298.9049,1352.07,239.722,1217.32,310.4166,68.73,130.587,5512.57,1.6538,3981.2843
3595.99,1708.8144,1105.37,195.9821,1620.84,413.3142,57.05,108.395,3632.29,1.0897,2427.5954
1362.79,647.5978,1978.39,350.7685,555.76,141.7188,57.62,109.478,21538.4,6.4615,1256.0246
1491.66,708.8368,1821.78,323.0016,1158.74,295.4787,264.78,503.082,28574.28,8.5723,1838.9714
6036.38,2868.4878,1182.92,209.7317,847.89,216.212,456.07,866.533,24186.49,7.2559,4168.2204
7135.26,3390.6756,1960.62,347.6179,1228.33,313.2242,405.81,771.039,10358.11,3.1074,4825.6641
1803.8,857.1658,1699.78,301.371,1824.43,465.2297,100.92,191.748,25114.41,7.5343,1823.0488
3606.42,1713.7708,545.23,96.6693,1622.36,413.7018,410.71,780.349,2076.52,0.623,3005.1139
5208.47,2475.0649,1892.3,335.5048,1998.26,509.5563,129.21,245.499,49865.07,14.9595,3580.5845
7725.21,3671.0198,83.94,14.8826,1098.26,280.0563,401.43,762.717,21490.64,6.4472,4735.1229
852.7,405.203,918.85,162.9121,633.71,161.5961,330.6,628.14,26770.47,8.0311,1365.8823
6440.18,3060.3735,1905.18,337.7884,394.99,100.7225,446.61,848.559,24357.49,7.3072,4354.7506
2841.51,1350.2856,957.15,169.7027,966.42,246.4371,352.15,669.085,27499.59,8.2499,2443.7603
1613.37,766.6734,774.59,137.3348,520.59,132.7505,178.06,338.314,6707.47,2.0122,1377.0849
5108.15,2427.3929,852.71,151.1855,1128.46,287.7573,17.43,33.117,6033.72,1.8101,2901.2628
338.34,160.7792,646.99,114.7113,1634.22,416.7261,24.21,45.999,28688.26,8.6065,746.8221
8411.85,3997.3111,391.09,69.3403,90.13,22.9831,149.08,283.252,30088.94,9.0267,4381.9132
8206.3,3899.6338,81.35,14.4234,900.75,229.6912,26.79,50.901,14489.96,4.347,4198.9964
114.93,54.6147,554.48,98.3093,1431.29,364.9789,361.4,686.66,5259.16,1.5777,1206.1406
5283.56,2510.7477,1219.66,216.2457,1665.64,424.7382,435.57,827.583,35326.96,10.5981,3989.9127
404.9,192.4085,1087.76,192.8598,448.09,114.2629,165.26,313.994,4506.47,1.3519,814.8771
7254.5,3447.3384,1719.33,304.8372,854.89,217.9969,360.4,684.76,43247.51,12.9743,4667.9068
8922.42,4239.934,1346.94,238.8125,1166.91,297.562,354.63,673.797,38667.52,11.6003,5461.7058
1965.43,933.9723,1081.24,191.7039,1067.98,272.3349,279.65,531.335,23795.81,7.1387,1936.4848
7930.73,3768.6829,1126.07,199.6522,713.74,182.0037,62.01,117.819,37166.57,11.15,4279.3078
9249.2,4395.2198,1708.07,302.8408,776.74,198.0687,348.0,661.2,35964.65,10.7894,5568.1187
4903.57,2330.1765,1626.11,288.3093,86.63,22.0907,186.65,354.635,32869.55,9.8609,3005.0724
1342.38,637.899,832.42,147.5881,89.29,22.769,19.84,37.696,47028.55,14.1086,860.0607
3644.86,1732.0375,790.06,140.0776,1298.28,331.0614,192.23,365.237,30787.2,9.2362,2577.6497
9712.0,4615.1424,1007.73,178.6705,560.39,142.8995,496.36,943.084,37801.01,11.3403,5891.1367
3707.92,1762.0036,268.1,47.5341,1612.85,411.2767,416.57,791.483,30246.36,9.0739,3021.3713
7330.03,3483.2303,48.97,8.6824,828.1,211.1655,195.78,371.982,13933.72,4.1801,4079.2403
9505.75,4517.1324,1418.28,251.461,220.83,56.3117,7.68,14.592,39580.31,11.8741,4851.3712
3937.16,1870.9384,1996.45,353.9706,1401.03,357.2627,206.61,392.559,6352.95,1.9059,2976.6366
1955.07,929.0493,1795.23,318.2943,62.79,16.0114,332.33,631.427,49379.21,14.8138,1909.5958
3202.84,1521.9896,625.64,110.926,419.0,106.845,491.64,934.116,37867.55,11.3603,2685.2369
2359.59,1121.2772,1516.77,268.9233,821.99,209.6075,279.56,531.164,7265.51,2.1797,2133.1517
8758.08,4161.8396,664.44,117.8052,1752.93,446.9972,79.62,151.278,5631.28,1.6894,4879.6094
8854.34,4207.5824,1179.41,209.1094,434.59,110.8204,338.81,643.739,15593.72,4.6781,5175.9293
4175.0,1983.96,976.9,173.2044,158.81,40.4965,277.44,527.136,8214.07,2.4642,2727.2611
3813.34,1812.0992,1943.33,344.5524,1818.2,463.641,129.94,246.886,15476.04,4.6428,2871.8214
5753.62,2734.1202,477.23,84.6129,316.24,80.6412,12.52,23.788,25212.47,7.5637,2930.726
8310.53,3949.1639,1562.86,277.0951,729.78,186.0939,291.99,554.781,9123.91,2.7372,4969.8711
2597.78,1234.4651,1492.87,264.6859,1091.35,278.2942,41.93,79.667,23046.16,6.9138,1864.026
3561.24,1692.3012,1614.56,286.2615,350.4,89.352,66.61,126.559,25625.91,7.6878,2202.1615
386.17,183.508,1310.79,232.4031,1039.0,264.945,424.84,807.196,17856.97,5.3571,1493.4092
641.43,304.8075,72.43,12.8418,1770.01,451.3526,363.51,690.669,37117.24,11.1352,1470.8061
9112.21,4330.1222,291.76,51.729,176.82,45.0891,300.98,571.862,16664.95,4.9995,5003.8018
7759.63,3687.3762,1880.73,333.4534,1143.62,291.6231,155.31,295.089,15813.29,4.744,4612.2857
1170.11,556.0363,1452.64,257.5531,530.77,135.3464,274.01,520.619,30986.46,9.2959,1478.8507
8059.67,3829.9552,1920.92,340.5791,1455.21,371.0786,158.92,301.948,33936.68,10.181,4853.7419
6107.73,2902.3933,204.27,36.2171,1503.15,383.3033,17.62,33.478,2754.75,0.8264,3356.2181
9095.81,4322.3289,1931.13,342.3893,1855.87,473.2468,211.89,402.591,29954.43,8.9863,5549.5423
3778.51,1795.548,790.71,140.1929,286.23,72.9887,235.2,446.88,14686.77,4.406,2460.0156
4376.92,2079.9124,1885.48,334.2956,844.68,215.3934,12.73,24.187,42043.24,12.613,2666.4014
9681.23,4600.5205,319.84,56.7076,540.63,137.8606,104.59,198.721,18720.45,5.6161,4999.4258
7479.5,3554.2584,622.63,110.3923,550.78,140.4489,71.67,136.173,28901.38,8.6704,3949.943
4082.02,1939.7759,1998.86,354.3979,569.42,145.2021,83.9,159.41,37520.81,11.2562,2610.0421
5316.45,2526.377,549.01,97.3395,720.57,183.7454,59.96,113.924,37502.62,11.2508,2932.6367
3925.9,1865.5877,155.23,27.5223,683.65,174.3307,79.21,150.499,43997.01,13.1991,2231.1388
381.35,181.2175,798.47,141.5687,1690.73,431.1361,172.84,328.396,32382.21,9.7147,1092.033
4225.62,2008.0146,885.33,156.969,1147.59,292.6354,188.38,357.922,26316.53,7.895,2823.436
8427.86,4004.9191,1100.79,195.1701,757.75,193.2262,491.4,933.66,41467.5,12.4402,5339.4156
1616.43,768.1275,475.81,84.3611,1762.21,449.3636,41.32,78.508,17378.46,5.2135,1385.5737
6694.14,3181.0553,848.84,150.4993,1085.78,276.8739,349.8,664.62,46743.17,14.023,4287.0715
8293.96,3941.2898,1966.69,348.6941,585.4,149.277,411.31,781.489,27183.91,8.1552,5228.9051
5611.87,2666.7606,492.09,87.2476,1204.29,307.094,165.35,314.165,8656.08,2.5968,3377.864
8023.41,3812.7244,587.12,104.0964,1056.25,269.3438,70.91,134.729,14642.89,4.3929,4325.2865
8122.84,3859.9736,972.99,172.5111,1584.71,404.1011,299.37,568.803,10867.86,3.2604,5008.6492
1140.37,541.9038,272.62,48.3355,482.54,123.0477,380.34,722.646,41895.74,12.5687,1448.5017
801.4,380.8253,1616.89,286.6746,1643.95,419.2073,360.48,684.912,33120.45,9.9361,1781.5553
1487.31,706.7697,1212.59,214.9922,431.27,109.9738,52.26,99.294,28529.02,8.5587,1139.5884
1053.61,500.6755,1630.35,289.0611,435.86,111.1443,382.63,726.997,32702.14,9.8106,1637.6885
8542.94,4059.6051,1576.08,279.439,650.28,165.8214,82.46,156.674,28775.4,8.6326,4670.1721
6642.51,3156.5208,331.9,58.8459,1856.63,473.4407,178.72,339.568,21626.17,6.4879,4034.8633
8622.59,4097.4548,1560.91,276.7493,1823.32,464.9466,495.22,940.918,47662.98,14.2989,5794.3676
313.02,148.7471,1467.07,260.1115,1475.01,376.1275,404.58,768.702,36228.49,10.8685,1564.5566
1569.37,745.7646,1109.9,196.7853,361.31,92.1341,145.13,275.747,31109.85,9.333,1319.764
1807.59,858.9668,475.16,84.2459,1055.0,269.025,357.8,679.82,27364.39,8.2093,1900.267
5176.97,2460.0961,1532.77,271.7601,1131.53,288.5401,211.6,402.04,28993.74,8.6981,3431.1344
2026.25,962.874,1738.76,308.2821,661.9,168.7845,101.8,193.42,21237.74,6.3713,1639.7319
8725.14,4146.1865,974.44,172.7682,479.23,122.2037,315.8,600.02,30434.0,9.1302,5050.3086
604.14,287.0873,1497.96,265.5883,1810.56,461.6928,284.55,540.645,26170.48,7.8511,1562.8645
1638.77,778.7435,737.5,130.7588,471.61,120.2606,33.43,63.517,17774.69,5.3324,1098.6123
3338.95,1586.669,260.14,46.1228,211.92,54.0396,384.08,729.752,11252.63,3.3758,2419.9592
7402.96,3517.8866,1124.93,199.4501,1888.96,481.6848,453.04,860.776,44893.58,13.4681,5073.2656
3865.34,1836.8096,1353.07,239.8993,882.81,225.1165,247.17,469.623,5020.72,1.5062,2772.9546
8554.08,4064.8988,1283.06,227.4865,1747.69,445.661,490.67,932.273,6328.89,1.8987,5672.218
9924.06,4715.9133,987.53,175.0891,836.27,213.2489,174.47,331.493,11017.38,3.3052,5439.0495
1961.8,932.2474,1880.45,333.4038,1295.35,330.3142,141.33,268.527,8095.77,2.4287,1866.9211
3393.58,1612.6292,1924.14,341.15,32.42,8.2671,128.97,245.043,2024.74,0.6074,2207.6967
951.99,452.3856,981.01,173.9331,516.65,131.7457,218.35,414.865,47388.61,14.2166,1187.146
9430.44,4481.3451,1997.61,354.1763,1424.25,363.1838,172.49,327.731,22055.21,6.6166,5533.0528
6108.0,2902.5216,1487.43,263.7213,690.73,176.1362,477.43,907.117,46609.49,13.9828,4263.4789
6870.71,3264.9614,719.27,127.5266,1014.28,258.6414,270.32,513.608,38209.15,11.4627,4176.2001
7183.38,3413.5422,594.07,105.3286,120.11,30.6281,424.61,806.759,21871.47,6.5614,4362.8193
8762.41,4163.8972,492.52,87.3238,1760.68,448.9734,42.98,81.662,37915.93,11.3748,4793.2312
2128.84,1011.6248,1603.56,284.3112,737.94,188.1747,325.32,618.108,16577.43,4.9732,2107.1919
6808.04,3235.1806,1485.63,263.4022,1353.24,345.0762,65.89,125.191,24639.28,7.3918,3976.2418
8107.28,3852.5795,955.36,169.3853,92.72,23.6436,83.0,157.7,27647.83,8.2943,4211.6027
8060.62,3830.4066,1088.99,193.0779,1654.84,421.9842,156.22,296.818,36121.86,10.8366,4753.1233
6038.67,2869.576,1779.94,315.5834,139.46,35.5623,426.78,810.882,30219.27,9.0658,4040.6695
6326.2,3006.2102,25.46,4.5141,470.82,120.0591,324.04,615.676,26980.71,8.0942,3754.5536
7716.15,3666.7145,22.53,3.9946,1478.67,377.0609,168.55,320.245,34075.74,10.2227,4378.2377
5094.59,2420.9492,351.6,62.3387,1906.0,486.03,13.47,25.593,34988.18,10.4965,3005.4074
9580.78,4552.7867,996.5,176.6795,1411.37,359.8993,350.83,666.577,8054.47,2.4163,5758.3588
6094.24,2895.9828,450.84,79.9339,1728.42,440.7471,216.91,412.129,25789.96,7.737,3836.5298
1629.32,774.2529,1501.46,266.2089,1746.09,445.2529,432.59,821.921,31747.12,9.5241,2317.1598
4759.02,2261.4863,773.61,137.1611,512.99,130.8125,468.81,890.739,38059.67,11.4179,3431.6168
4514.54,2145.3094,1427.61,253.1153,337.54,86.0727,325.53,618.507,3922.28,1.1767,3104.1811
6457.26,3068.49,1451.09,257.2783,1889.63,481.8557,101.72,193.268,23615.75,7.0847,4007.9767
6393.48,3038.1817,125.77,22.299,1341.07,341.9728,23.88,45.372,43556.71,13.067,3460.8925
6608.97,3140.5825,944.39,167.4403,1596.45,407.0948,442.12,840.028,13084.83,3.9254,4559.071
7408.39,3520.4669,702.26,124.5107,411.73,104.9912,413.88,786.372,9540.31,2.8621,4539.2029
4001.88,1901.6934,1835.77,325.482,341.9,87.1845,115.57,219.583,4781.73,1.4345,2535.3774
262.73,124.8493,165.72,29.3822,606.21,154.5836,404.04,767.676,6119.71,1.8359,1078.327
9573.59,4549.37,1165.65,206.6697,310.24,79.1112,441.24,838.356,15171.02,4.5513,5678.0582
3229.12,1534.4778,1806.05,320.2127,1799.24,458.8062,11.85,22.515,1915.15,0.5745,2336.5862
5262.95,2500.9538,1967.15,348.7757,1366.73,348.5162,356.87,678.053,20243.89,6.0732,3882.3719
4786.48,2274.5353,1050.84,186.3139,822.69,209.786,316.19,600.761,26265.35,7.8796,3279.2758
3272.21,1554.9542,305.32,54.1332,1226.77,312.8263,425.68,808.792,2544.72,0.7634,2731.4691
2161.59,1027.1876,649.56,115.167,1705.37,434.8693,208.56,396.264,17879.49,5.3638,1978.8517
3707.14,1761.6329,696.09,123.4168,1417.88,361.5594,371.24,705.356,29102.26,8.7307,2960.6958
7719.43,3668.2731,905.36,160.5203,461.48,117.6774,249.8,474.62,27179.79,8.1539,4429.2447
