electricidad_uso,electricidad_emisiones,auto_uso,auto_emisiones,avion_uso,avion_emisiones,residuos_uso,residuos_emisiones,agua_uso,agua_emisiones,total_emisiones,clasificacion
5898.11,2802.7819,894.44,158.5842,1378.04,351.4002,95.83,182.077,17753.41,5.326,3500.1693,media
7081.99,3365.3616,1209.29,214.4071,302.02,77.0151,355.96,676.324,16420.02,4.926,4338.0338,media
4852.88,2306.0886,903.66,160.2189,694.99,177.2225,393.04,746.776,12260.29,3.6781,3393.9841,media
5641.01,2680.608,1513.93,268.4198,109.83,28.0067,44.45,84.455,48890.87,14.6673,3076.1568,media
8775.39,4170.0653,1434.13,254.2712,1153.28,294.0864,426.85,811.015,37511.94,11.2536,5540.6915,alta
8616.06,4094.3517,1974.89,350.148,777.53,198.2702,348.66,662.454,32874.89,9.8625,5315.0864,alta
5074.22,2411.2693,1168.17,207.1165,692.78,176.6589,373.26,709.194,39112.14,11.7336,3515.9723,media
7764.65,3689.7617,282.39,50.0677,1480.72,377.5836,497.89,945.991,13449.76,4.0349,5067.4389,alta
6152.17,2923.5112,259.66,46.0377,1715.03,437.3327,183.15,347.985,1897.95,0.5694,3755.436,media
2859.11,1358.6491,1690.87,299.7913,35.53,9.0602,497.33,944.927,43792.83,13.1378,2625.5654,media
342.48,162.7465,266.08,47.176,156.53,39.9152,234.17,444.923,9079.29,2.7238,697.4845,baja
5481.95,2605.0226,1962.12,347.8839,576.13,146.9132,444.57,844.683,38921.31,11.6764,3956.1791,media
4123.28,1959.3827,1252.54,222.0753,1678.18,427.9359,160.15,304.285,45418.51,13.6256,2927.3045,media
9415.5,4474.2456,1116.62,197.9767,1525.93,389.1122,161.59,307.021,37526.59,11.258,5379.6135,alta
6631.5,3151.2888,292.14,51.7964,1163.53,296.7002,307.72,584.668,22769.36,6.8308,4091.2842,media
4711.16,2238.7432,1883.45,333.9357,1931.9,492.6345,369.16,701.404,39060.43,11.7181,3778.4355,media
429.83,204.2552,1004.2,178.0447,1446.27,368.7989,387.47,736.193,25965.5,7.7896,1495.0814,media
7549.76,3587.646,1324.83,234.8924,1374.59,350.5204,499.18,948.442,48214.49,14.4643,5135.9651,alta
1811.68,860.9103,158.48,28.0985,307.64,78.4482,396.24,752.856,43455.31,13.0366,1733.3496,media
4676.38,2222.2158,902.03,159.9299,1009.35,257.3843,44.46,84.474,28863.65,8.6591,2732.6631,media
9618.38,4570.6542,582.84,103.3375,632.25,161.2237,341.85,649.515,27141.41,8.1424,5492.8728,alta
9435.58,4483.7876,350.52,62.1472,1932.42,492.7671,229.56,436.164,35370.89,10.6113,5485.4772,alta
2375.66,1128.9136,1233.17,218.641,1886.87,481.1518,148.84,282.796,27943.28,8.383,2119.8854,media
4274.44,2031.2139,128.75,22.8274,1607.95,410.0273,486.5,924.35,21774.77,6.5324,3394.951,media
9482.05,4505.8702,1647.95,292.1815,1131.43,288.5147,195.62,371.678,49295.82,14.7887,5473.0331,alta
5563.8,2643.9178,231.3,41.0095,1054.47,268.8899,210.27,399.513,47787.34,14.3362,3367.6664,media
7797.07,3705.1677,66.9,11.8614,1913.92,488.0496,300.05,570.095,47478.44,14.2435,4789.4172,media
1307.19,621.1767,109.45,19.4055,1797.76,458.4288,34.15,64.885,46224.41,13.8673,1177.7633,media
3534.32,1679.5089,1982.67,351.5274,1720.81,438.8066,152.27,289.313,13289.36,3.9868,2763.1427,media
7109.28,3378.3299,1165.15,206.5811,1202.5,306.6375,381.57,724.983,37373.41,11.212,4627.7435,media
5337.34,2536.304,884.2,156.7687,1995.88,508.9494,305.2,579.88,44462.89,13.3389,3795.241,media
3098.33,1472.3264,1165.58,206.6573,1666.52,424.9626,325.53,618.507,9572.94,2.8719,2725.3252,media
1030.42,489.6556,431.76,76.551,233.47,59.5348,200.24,380.456,24221.3,7.2664,1013.4638,media
3574.52,1698.6119,838.32,148.6341,1771.6,451.758,192.69,366.111,47441.66,14.2325,2679.3475,media
6752.82,3208.9401,1034.51,183.4186,295.5,75.3525,457.55,869.345,17643.85,5.2932,4342.3494,media
6513.27,3095.1059,778.2,137.9749,1501.44,382.8672,466.01,885.419,48486.98,14.5461,4515.9131,media
591.09,280.886,1569.58,278.2865,1085.96,276.9198,129.32,245.708,42467.25,12.7402,1094.5405,media
551.85,262.2391,1685.21,298.7877,1468.76,374.5338,60.47,114.893,46637.33,13.9912,1064.4448,media
7244.69,3442.6767,79.8,14.1485,837.08,213.4554,6.21,11.799,8491.07,2.5473,3684.6269,media
1764.35,838.4191,325.31,57.6775,620.48,158.2224,289.26,549.594,15878.66,4.7636,1608.6766,media
7925.88,3766.3782,338.64,60.0409,1073.89,273.842,70.2,133.38,19836.12,5.9508,4239.5919,media
7931.92,3769.2484,96.2,17.0563,1723.64,439.5282,18.7,35.53,8897.38,2.6692,4264.0321,media
7351.75,3493.5516,542.0,96.0966,1874.91,478.1021,22.71,43.149,13455.29,4.0366,4114.9359,media
2213.4,1051.8077,1581.67,280.4301,1084.57,276.5653,335.46,637.374,48687.87,14.6064,2260.7835,media
5261.93,2500.4691,459.58,81.4835,150.81,38.4566,231.11,439.109,35959.59,10.7879,3070.3061,media
7182.92,3413.3236,1261.75,223.7083,1280.73,326.5862,43.71,83.049,27833.28,8.35,4055.0171,media
7569.6,3597.0739,35.14,6.2303,326.49,83.255,70.7,134.33,6946.3,2.0839,3822.9731,media
4395.61,2088.7939,1922.7,340.8947,842.94,214.9497,130.76,248.444,19373.57,5.8121,2898.8944,media
5135.94,2440.5987,1370.68,243.0216,1158.29,295.3639,205.79,391.001,24990.8,7.4972,3377.4824,media
4234.07,2012.0301,1089.89,193.2375,536.83,136.8917,233.16,443.004,49854.53,14.9564,2800.1197,media
1996.5,948.7368,18.48,3.2765,1918.69,489.266,177.09,336.471,33572.41,10.0717,1787.822,media
9450.46,4490.8586,1887.0,334.5651,1882.0,479.91,147.69,280.611,16350.59,4.9052,5590.8499,alta
6516.94,3096.8499,934.0,165.5982,1842.06,469.7253,467.43,888.117,25474.38,7.6423,4627.9327,media
5059.9,2404.4645,1950.27,345.7829,1485.59,378.8254,92.82,176.358,9186.15,2.7558,3308.1866,media
9469.63,4499.9682,1872.02,331.9091,1407.26,358.8513,8.06,15.314,27819.76,8.3459,5214.3885,alta
3785.89,1799.0549,1984.73,351.8926,1318.12,336.1206,300.16,570.304,5375.37,1.6126,3058.9847,media
8052.59,3826.5908,701.62,124.3972,1687.2,430.236,348.8,662.72,31108.76,9.3326,5053.2766,alta
5893.12,2800.4106,874.52,155.0524,1692.17,431.5034,227.01,431.319,6478.81,1.9436,3820.229,media
8627.58,4099.826,314.1,55.6899,1594.85,406.6867,453.05,860.795,19621.82,5.8865,5428.8841,alta
4031.01,1915.536,1698.87,301.2097,43.49,11.0899,188.02,357.238,14555.85,4.3668,2589.4404,media
8068.75,3834.27,1539.24,272.9073,1910.27,487.1189,237.62,451.478,13959.21,4.1878,5049.962,alta
8409.52,3996.2039,1291.88,229.0503,1202.31,306.589,45.91,87.229,11397.43,3.4192,4622.4914,media
8573.99,4074.36,269.61,47.8019,701.36,178.8468,192.15,365.085,20608.5,6.1825,4672.2762,media
6282.79,2985.5818,558.21,98.9706,673.1,171.6405,7.35,13.965,48091.66,14.4275,3284.5854,media
9339.72,4438.2349,1108.29,196.4998,640.6,163.353,188.0,357.2,11010.71,3.3032,5158.5909,alta
5328.99,2532.336,691.79,122.6544,1585.95,404.4173,346.52,658.388,40510.76,12.1532,3729.9489,media
9293.32,4416.1857,934.06,165.6088,885.56,225.8178,167.18,317.642,9153.75,2.7461,5128.0004,alta
4914.27,2335.2611,162.16,28.751,190.14,48.4857,216.02,410.438,46815.26,14.0446,2836.9804,media
4903.64,2330.2097,277.5,49.2008,586.4,149.532,380.81,723.539,34806.22,10.4419,3262.9234,media
5850.01,2779.9248,888.47,157.5257,1303.36,332.3568,120.06,228.114,1005.17,0.3016,3498.2229,media
3319.76,1577.55,758.09,134.4094,1486.09,378.9529,50.17,95.323,12627.38,3.7882,2190.0235,media
4208.09,1999.6844,547.16,97.0115,890.8,227.154,119.88,227.772,40200.78,12.0602,2563.6821,media
8593.22,4083.4981,39.98,7.0885,1469.53,374.7301,156.04,296.476,37300.81,11.1902,4772.9829,media
4042.55,1921.0198,1783.11,316.1454,1170.77,298.5464,61.28,116.432,16681.48,5.0044,2657.148,media
861.33,409.304,398.06,70.576,1283.56,327.3078,267.66,508.554,33888.82,10.1666,1325.9084,media
703.42,334.2652,683.73,121.2253,713.1,181.8405,442.72,841.168,11853.85,3.5562,1482.0552,media
7658.37,3639.2574,1457.72,258.4538,1660.0,423.3,35.53,67.507,10004.46,3.0013,4391.5195,media
2534.52,1204.4039,1378.52,244.4116,1035.75,264.1162,442.05,839.895,36788.48,11.0365,2563.8632,media
2876.03,1366.6895,1399.85,248.1934,1495.54,381.3627,356.76,677.844,4666.87,1.4001,2675.4897,media
3223.27,1531.6979,1586.17,281.2279,804.2,205.071,121.13,230.147,9078.36,2.7235,2250.8673,media
1722.27,818.4227,16.33,2.8953,1787.64,455.8482,46.36,88.084,3609.6,1.0829,1366.3331,media
2760.71,1311.8894,886.7,157.2119,430.44,109.7622,52.2,99.18,38872.29,11.6617,1689.7052,media
4175.28,1984.0931,222.56,39.4599,1746.53,445.3652,365.63,694.697,31426.26,9.4279,3173.0431,media
4552.33,2163.2672,843.81,149.6075,1848.41,471.3446,43.3,82.27,34126.42,10.2379,2876.7272,media
7077.34,3363.152,455.7,80.7956,1584.27,403.9889,347.9,661.01,19728.4,5.9185,4514.865,media
6570.76,3122.4252,356.78,63.2571,426.98,108.8799,336.86,640.034,28092.01,8.4276,3943.0238,media
3045.14,1447.0505,1046.94,185.6225,1103.06,281.2803,47.45,90.155,15884.9,4.7655,2008.8738,media
3434.24,1631.9508,1390.53,246.541,444.45,113.3347,190.87,362.653,18877.53,5.6633,2360.1428,media
7151.78,3398.5259,788.12,139.7337,17.22,4.3911,164.23,312.037,8294.0,2.4882,3857.1759,media
5007.09,2379.3692,442.25,78.4109,1400.9,357.2295,373.52,709.688,35744.96,10.7235,3535.4211,media
1084.7,515.4494,677.3,120.0853,1802.83,459.7217,203.38,386.422,7385.36,2.2156,1483.894,media
6098.13,2897.8314,334.65,59.3334,1597.89,407.462,392.04,744.876,47229.13,14.1687,4123.6715,media
7779.35,3696.7471,875.51,155.2279,836.36,213.2718,162.12,308.028,6748.25,2.0245,4375.2993,media
4739.18,2252.0583,1139.23,201.9855,10.33,2.6341,173.53,329.707,26694.27,8.0083,2794.3932,media
2224.86,1057.2535,1707.38,302.7185,1835.34,468.0117,48.11,91.409,40187.35,12.0562,1931.4489,media
9112.02,4330.0319,1898.35,336.5775,1145.0,291.975,232.36,441.484,12034.46,3.6103,5403.6787,alta
2170.13,1031.2458,616.45,109.2966,1961.56,500.1978,468.62,890.378,23640.88,7.0923,2538.2105,media
6598.31,3135.5169,1116.49,197.9537,494.02,125.9751,390.97,742.843,27379.34,8.2138,4210.5025,media
5552.54,2638.567,1564.11,277.3167,1228.29,313.214,169.28,321.632,28290.18,8.4871,3559.2168,media
390.44,185.5371,888.63,157.5541,453.34,115.6017,38.23,72.637,20852.07,6.2556,537.5855,baja
959.7,456.0494,1597.13,283.1711,1014.41,258.6746,157.43,299.117,21765.77,6.5297,1303.5418,media
3666.72,1742.4253,106.64,18.9073,1285.13,327.7082,491.01,932.919,27895.53,8.3687,3030.3285,media
7366.54,3500.5798,1618.96,287.0416,1795.09,457.748,354.67,673.873,44315.7,13.2947,4932.5371,media
1612.55,766.2838,1432.36,253.9574,591.25,150.7688,221.64,421.116,40220.49,12.0661,1604.1921,media
2621.01,1245.504,159.79,28.3308,514.19,131.1185,201.03,381.957,6815.06,2.0445,1788.9548,media
3334.8,1584.697,1680.01,297.8658,1799.84,458.9592,9.7,18.43,39590.85,11.8773,2371.8293,media
8371.77,3978.2651,114.11,20.2317,599.23,152.8037,223.89,425.391,3673.73,1.1021,4577.7936,media
5922.46,2814.353,629.85,111.6724,421.2,107.406,101.14,192.166,24170.99,7.2513,3232.8487,media
6231.22,2961.0757,1098.11,194.6949,1042.94,265.9497,293.08,556.852,13800.54,4.1402,3982.7125,media
1944.3,923.9314,210.42,37.3075,1260.84,321.5142,466.42,886.198,27822.74,8.3468,2177.2979,media
8415.72,3999.1501,579.89,102.8145,960.6,244.953,84.06,159.714,19232.0,5.7696,4512.4012,media
8376.7,3980.6078,1131.06,200.5369,1218.45,310.7047,384.97,731.443,22329.8,6.6989,5229.9913,alta
474.27,225.3731,1933.77,342.8574,1214.55,309.7102,203.51,386.669,24990.54,7.4972,1272.1069,media
6484.2,3081.2918,1515.0,268.6095,1968.42,501.9471,75.79,144.001,14945.07,4.4835,4000.3329,media
8928.75,4242.942,185.5,32.8892,350.18,89.2959,198.51,377.169,23694.71,7.1084,4749.4045,media
4852.56,2305.9365,1292.81,229.2152,609.73,155.4812,291.81,554.439,29102.94,8.7309,3253.8028,media
8632.35,4102.0927,1796.09,318.4468,1608.19,410.0885,107.21,203.699,15486.62,4.646,5038.973,alta
7937.29,3771.8002,1678.9,297.669,814.47,207.6899,371.78,706.382,45622.6,13.6868,4997.2279,media
3918.41,1862.0284,375.76,66.6222,993.97,253.4624,342.71,651.149,30229.2,9.0688,2842.3308,media
3701.36,1758.8863,148.84,26.3893,1788.53,456.0752,380.6,723.14,46605.24,13.9816,2978.4724,media
8262.52,3926.3495,93.95,16.6573,541.09,137.978,362.19,688.161,27157.08,8.1471,4777.2929,media
846.57,402.2901,1832.38,324.881,129.83,33.1067,188.99,359.081,21892.6,6.5678,1125.9266,media
4728.22,2246.8501,1728.29,306.4258,993.36,253.3068,374.55,711.645,38035.74,11.4107,3529.6384,media
8514.79,4046.2282,558.63,99.0451,835.84,213.1392,87.77,166.763,7525.1,2.2575,4527.433,media
2137.47,1015.7257,386.38,68.5052,878.55,224.0302,215.63,409.697,25996.72,7.799,1725.7571,media
8727.59,4147.3508,973.4,172.5838,47.19,12.0335,387.71,736.649,12547.43,3.7642,5072.3813,alta
2733.04,1298.7406,1018.65,180.6066,167.42,42.6921,359.94,683.886,45496.52,13.649,2219.5743,media
1384.3,657.8194,970.44,172.059,604.29,154.094,442.1,839.99,21778.79,6.5336,1830.496,media
8027.85,3814.8343,1875.76,332.5722,1442.34,367.7967,428.83,814.777,40272.83,12.0818,5342.062,alta
4643.96,2206.8098,205.9,36.5061,63.4,16.167,469.14,891.366,45809.59,13.7429,3164.5918,media
6448.56,3064.3557,60.88,10.794,1967.85,501.8017,287.63,546.497,36405.05,10.9215,4134.3699,media
5146.66,2445.6928,1589.59,281.8343,384.78,98.1189,240.6,457.14,22247.92,6.6744,3289.4604,media
4597.1,2184.5419,1954.96,346.6144,688.0,175.44,139.57,265.183,19387.31,5.8162,2977.5955,media
7526.6,3576.6403,280.83,49.7912,1708.78,435.7389,153.0,290.7,17103.56,5.1311,4358.0015,media
6631.51,3151.2936,1233.25,218.6552,1461.07,372.5729,480.17,912.323,9118.12,2.7354,4657.5801,media
4202.01,1996.7952,830.35,147.2211,1422.56,362.7528,203.68,386.992,3206.33,0.9619,2894.723,media
5692.86,2705.2471,662.47,117.4559,290.19,73.9985,338.95,644.005,43719.24,13.1158,3553.8223,media
7040.91,3345.8404,826.15,146.4764,1757.11,448.063,80.31,152.589,4269.15,1.2807,4094.2495,media
7594.97,3609.1297,523.55,92.8254,427.99,109.1375,265.24,503.956,40479.57,12.1439,4327.1925,media
2775.07,1318.7133,1082.91,191.9999,832.79,212.3614,278.93,529.967,34724.67,10.4174,2263.459,media
8997.29,4275.5122,1050.65,186.2802,1738.78,443.3889,307.07,583.433,18540.33,5.5621,5494.1764,alta
6808.52,3235.4087,882.11,156.3981,804.23,205.0787,284.85,541.215,2571.48,0.7714,4138.8719,media
3121.21,1483.199,91.65,16.2495,639.96,163.1898,484.79,921.101,6176.86,1.8531,2585.5924,media
1366.75,649.4796,1412.27,250.3955,1237.98,315.6849,402.23,764.237,15696.42,4.7089,1984.5059,media
9271.8,4405.9594,456.88,81.0048,1328.45,338.7548,369.33,701.727,48132.5,14.4397,5541.8857,alta
6121.88,2909.1174,653.41,115.8496,1316.18,335.6259,460.72,875.368,23446.3,7.0339,4242.9948,media
8743.98,4155.1393,1684.19,298.6069,772.42,196.9671,49.24,93.556,3988.05,1.1964,4745.4657,media
8891.8,4225.3834,1862.49,330.2195,163.13,41.5981,347.23,659.737,40491.63,12.1475,5269.0855,alta
7521.31,3574.1265,240.42,42.6265,1518.47,387.2099,98.1,186.39,11300.42,3.3901,4193.743,media
7144.99,3395.2992,1157.88,205.2921,521.44,132.9672,255.27,485.013,12207.03,3.6621,4222.2336,media
2871.42,1364.4988,1584.11,280.8627,1013.44,258.4272,385.81,733.039,40308.43,12.0925,2648.9202,media
6562.8,3118.6426,880.94,156.1907,1179.76,300.8388,385.34,732.146,11725.53,3.5177,4311.3358,media
8193.16,3893.3896,1741.35,308.7414,366.78,93.5289,166.05,315.495,4871.57,1.4615,4612.6164,media
6949.49,3302.3976,1294.16,229.4546,1489.91,379.9271,134.54,255.626,2392.41,0.7177,4168.123,media
5405.16,2568.532,613.15,108.7115,955.77,243.7214,216.12,410.628,1875.87,0.5628,3332.1557,media
9742.57,4629.6693,735.91,130.4768,1968.93,502.0772,31.19,59.261,45409.68,13.6229,5335.1072,alta
1883.91,895.234,703.55,124.7394,529.4,134.997,228.01,433.219,16334.35,4.9003,1593.0897,media
7574.09,3599.2076,1234.09,218.8042,936.06,238.6953,100.62,191.178,20179.96,6.054,4253.9391,media
895.3,425.4466,306.26,54.2999,1374.87,350.5918,441.58,839.002,1810.79,0.5432,1669.8835,media
4649.27,2209.3331,1706.84,302.6227,643.59,164.1155,75.64,143.716,39663.06,11.8989,2831.6862,media
5274.03,2506.2191,1464.39,259.6363,1447.62,369.1431,199.36,378.784,17305.5,5.1916,3518.9741,media
3826.96,1818.5714,1801.71,319.4432,331.67,84.5759,76.9,146.11,43821.72,13.1465,2381.847,media
5925.1,2815.6075,1593.14,282.4637,1215.58,309.9729,359.14,682.366,12614.83,3.7844,4094.1945,media
4054.81,1926.8457,1607.91,285.0824,88.24,22.5012,232.92,442.548,12963.75,3.8891,2680.8664,media
912.04,433.4014,339.21,60.1419,1986.47,506.5498,276.96,526.224,37513.64,11.2541,1537.5712,media
731.06,347.3997,1055.97,187.2235,1724.62,439.7781,458.3,870.77,17285.31,5.1856,1850.3569,media
2696.27,1281.2675,674.45,119.58,1524.56,388.7628,64.4,122.36,11327.86,3.3984,1915.3687,media
3484.77,1655.9627,489.26,86.7458,1581.1,403.1805,392.86,746.434,5464.26,1.6393,2893.9623,media
660.54,313.8886,675.61,119.7857,1992.53,508.0951,158.52,301.188,2028.64,0.6086,1243.566,media
3180.29,1511.2738,39.53,7.0087,600.13,153.0332,492.76,936.244,4000.06,1.2,2608.7597,media
3233.85,1536.7255,1112.32,197.2143,750.14,191.2857,384.59,730.721,40180.77,12.0542,2668.0007,media
7755.02,3685.1855,582.65,103.3038,1337.42,341.0421,154.97,294.443,46603.87,13.9812,4437.9556,media
3067.49,1457.6712,1806.77,320.3403,676.42,172.4871,47.94,91.086,17384.84,5.2155,2046.8001,media
6004.77,2853.4667,174.24,30.8928,1437.76,366.6288,21.8,41.42,24428.98,7.3287,3299.737,media
7461.36,3545.6383,1000.7,177.4241,1146.54,292.3677,159.82,303.658,40048.36,12.0145,4331.1026,media
5802.9,2757.5381,1768.8,313.6082,358.87,91.5119,379.28,720.632,42613.65,12.7841,3896.0743,media
7161.0,3402.9072,276.38,49.0022,1197.53,305.3702,413.7,786.03,46094.47,13.8283,4557.1379,media
1725.5,819.9576,157.8,27.9779,399.62,101.9031,310.27,589.513,14002.27,4.2007,1543.5523,media
7106.5,3377.0088,1576.06,279.4354,487.11,124.2131,475.16,902.804,6205.63,1.8617,4685.323,media
9327.69,4432.5183,605.17,107.2966,741.92,189.1896,490.31,931.589,13404.94,4.0215,5664.615,alta
7695.53,3656.9159,929.86,164.8642,56.84,14.4942,380.34,722.646,19442.05,5.8326,4564.7529,media
7458.05,3544.0654,338.22,59.9664,1876.25,478.4438,469.3,891.67,27662.8,8.2988,4982.4444,media
8620.34,4096.3856,533.16,94.5293,1800.54,459.1377,457.64,869.516,38537.31,11.5612,5531.1298,alta
7785.72,3699.7741,1329.4,235.7026,1877.39,478.7345,374.97,712.443,28883.61,8.6651,5135.3193,alta
1437.11,682.9147,1572.5,278.8043,440.9,112.4295,343.87,653.353,38569.52,11.5709,1739.0724,media
207.82,98.7561,1811.72,321.218,1741.74,444.1437,348.65,662.435,19382.72,5.8148,1532.3676,media
3622.38,1721.355,1004.32,178.0659,417.77,106.5314,66.42,126.198,29228.87,8.7687,2140.919,media
1233.03,585.9359,1433.49,254.1578,424.53,108.2552,142.23,270.237,20124.23,6.0373,1224.6232,media
5797.13,2754.7962,318.54,56.4771,588.19,149.9885,216.59,411.521,3559.75,1.0679,3373.8507,media
1360.5,646.5096,802.82,142.34,401.69,102.4309,53.0,100.7,28176.65,8.453,1000.4335,media
3775.97,1794.3409,1890.22,335.136,77.85,19.8517,447.77,850.763,44401.57,13.3205,3013.4121,media
5919.16,2812.7848,997.89,176.9259,185.24,47.2362,281.48,534.812,35806.97,10.7421,3582.501,media
6592.76,3132.8796,1278.72,226.7171,613.34,156.4017,380.0,722.0,47420.11,14.226,4252.2244,media
5477.13,2602.7322,515.65,91.4247,1465.11,373.603,381.73,725.287,5768.48,1.7305,3794.7774,media
6805.43,3233.9403,736.67,130.6116,1512.4,385.662,361.4,686.66,44343.99,13.3032,4450.1771,media
3932.76,1868.8476,372.78,66.0939,1741.79,444.1565,455.81,866.039,28215.13,8.4645,3253.6015,media
3660.77,1739.5979,504.91,89.5205,932.9,237.8895,346.36,658.084,20087.42,6.0262,2731.1181,media
1332.3,633.109,675.15,119.7041,1691.4,431.307,166.16,315.704,38643.95,11.5932,1511.4173,media
6342.78,3014.0891,50.38,8.9324,196.41,50.0846,476.24,904.856,27834.82,8.3504,3986.3125,media
885.11,420.6043,1281.26,227.1674,431.91,110.1371,418.32,794.808,33516.88,10.0551,1562.7719,media
8244.75,3917.9052,1087.13,192.7481,576.96,147.1248,81.76,155.344,14549.92,4.365,4417.4871,media
5984.8,2843.977,1712.63,303.6493,1959.07,499.5628,235.33,447.127,29217.83,8.7653,4103.0814,media
1913.92,909.4948,1541.7,273.3434,938.54,239.3277,203.52,386.688,11720.33,3.5161,1812.37,media
7964.4,3784.6829,1802.25,319.5389,1472.57,375.5053,392.03,744.857,49204.95,14.7615,5239.3456,alta
2046.74,972.6108,672.88,119.3016,1798.58,458.6379,86.19,163.761,39892.57,11.9678,1726.2791,media
3103.72,1474.8877,704.58,124.922,1012.02,258.0651,102.01,193.819,16854.58,5.0564,2056.7502,media
9184.65,4364.5457,429.41,76.1344,1282.65,327.0758,66.82,126.958,47816.91,14.3451,4909.059,media
6005.23,2853.6853,1565.98,277.6483,1051.06,268.0203,423.03,803.757,8265.68,2.4797,4205.5906,media
7338.39,3487.2029,1966.15,348.5984,868.41,221.4445,417.86,793.934,40030.17,12.0091,4863.1889,media
8865.5,4212.8856,1329.5,235.7204,1377.73,351.3211,442.65,841.035,38905.26,11.6716,5652.6337,alta
5113.51,2429.94,1976.57,350.4459,661.68,168.7284,447.6,850.44,2574.19,0.7723,3800.3266,media
6820.87,3241.2774,936.7,166.0769,663.41,169.1695,427.82,812.858,31233.64,9.3701,4398.7519,media
2840.73,1349.9149,681.88,120.8973,1634.8,416.874,464.93,883.367,4042.84,1.2129,2772.2661,media
669.96,318.365,393.35,69.741,797.01,203.2375,27.29,51.851,49969.51,14.9909,658.1854,baja
9960.59,4733.2724,104.74,18.5704,1181.0,301.155,324.11,615.809,7838.36,2.3515,5671.1583,alta
3957.89,1880.7893,395.22,70.0725,930.07,237.1679,9.98,18.962,48973.15,14.6919,2221.6836,media
1755.52,834.2231,1544.68,273.8718,906.09,231.053,468.87,890.853,19789.84,5.937,2235.9379,media
6248.22,2969.1541,1956.68,346.9194,98.29,25.064,277.02,526.338,22885.89,6.8658,3874.3413,media
1299.94,617.7315,388.7,68.9165,1975.32,503.7066,152.74,290.206,21090.59,6.3272,1486.8878,media
2050.02,974.1695,1174.0,208.1502,1727.51,440.5151,454.4,863.36,32056.16,9.6168,2495.8116,media
6279.59,2984.0612,1510.48,267.8081,1047.79,267.1864,446.08,847.552,40901.92,12.2706,4378.8783,media
9678.11,4599.0379,191.07,33.8767,1347.78,343.6839,302.59,574.921,11430.5,3.4291,5554.9486,alta
4841.24,2300.5572,952.1,168.8073,1629.58,415.5429,19.05,36.195,27246.82,8.174,2929.2764,media
5804.19,2758.1511,926.45,164.2596,1758.37,448.3843,363.17,690.023,6618.42,1.9855,4062.8035,media
9640.52,4581.1751,822.22,145.7796,1210.04,308.5602,60.33,114.627,11622.31,3.4867,5153.6286,alta
9332.58,4434.842,1210.8,214.6748,1220.87,311.3218,455.64,865.716,6138.75,1.8416,5828.3962,alta
8727.89,4147.4933,1287.04,228.1922,675.21,172.1786,55.04,104.576,24356.85,7.3071,4659.7472,media
9222.18,4382.3799,1667.03,295.5644,430.69,109.826,80.61,153.159,23062.42,6.9187,4947.848,media
8816.9,4189.7909,1850.19,328.0387,719.34,183.4317,121.39,230.641,37641.23,11.2924,4943.1947,media
1445.88,687.0822,263.39,46.699,1558.78,397.4889,279.13,530.347,43292.39,12.9877,1674.6048,media
7539.86,3582.9415,69.52,12.3259,660.2,168.351,382.17,726.123,28671.66,8.6015,4498.3429,media
8590.4,4082.1581,689.73,122.2891,1992.94,508.1997,15.37,29.203,12375.17,3.7126,4745.5625,media
3767.14,1790.1449,910.06,161.3536,1847.97,471.2323,223.46,424.574,34121.57,10.2365,2857.5413,media
6383.06,3033.2301,700.61,124.2182,988.76,252.1338,163.14,309.966,19259.22,5.7778,3725.3259,media
8768.97,4167.0145,342.46,60.7182,116.18,29.6259,311.57,591.983,12690.13,3.807,4853.1486,media
3260.3,1549.2946,435.54,77.2212,343.77,87.6613,344.97,655.443,4265.21,1.2796,2370.8997,media
8989.69,4271.9007,1794.16,318.1046,1299.82,331.4541,151.23,287.337,38505.8,11.5517,5220.3481,alta
5089.17,2418.3736,1562.03,276.9479,936.82,238.8891,270.34,513.646,41963.15,12.5889,3460.4455,media
2752.8,1308.1306,1167.93,207.074,1539.22,392.5011,219.91,417.829,25253.42,7.576,2333.1107,media
2941.29,1397.701,1610.12,285.4743,1586.99,404.6825,59.92,113.848,36041.39,10.8124,2212.5182,media
8564.27,4069.7411,172.03,30.5009,1916.97,488.8274,285.53,542.507,39485.55,11.8457,5143.4221,alta
1286.25,611.226,531.27,94.1942,1897.36,483.8268,446.34,848.046,36099.0,10.8297,2048.1227,media
2255.81,1071.9609,907.17,160.8412,483.66,123.3333,280.5,532.95,39921.17,11.9764,1901.0618,media
3109.27,1477.5251,485.22,86.0295,1993.01,508.2176,63.98,121.562,6559.55,1.9679,2195.3021,media
7758.2,3686.6966,250.6,44.4314,1085.05,276.6877,301.24,572.356,26798.93,8.0397,4588.2114,media
8016.77,3809.5691,1834.51,325.2586,129.79,33.0964,489.52,930.088,30734.96,9.2205,5107.2326,alta
8248.18,3919.5351,1464.27,259.6151,1366.17,348.3734,341.36,648.584,13997.34,4.1992,5180.3068,alta
5302.6,2519.7955,401.12,71.1186,1563.34,398.6517,483.92,919.448,45415.9,13.6248,3922.6386,media
8569.37,4072.1646,1660.25,294.3623,1248.23,318.2987,303.1,575.89,44308.81,13.2926,5274.0082,alta
9337.11,4436.9947,1655.59,293.5361,1482.1,377.9355,87.57,166.383,11779.95,3.534,5278.3833,alta
